gene	CFU	poly	unk	int	mys	mid
Cox6b2	0.981374110513	7.13673483798	7.35862482999	5.71342363443	3.98273808671	5.22149045504
Pim1	6.42830321758	8.90207056364	9.46646398383	7.75048591793	3.31465157667	5.2433606171
Mir546	0.13750352375	3.71372880292	6.20904389407	1.21034522133	2.72339910264	5.10770460582
Lyl1	8.3303253415	2.11947238485	2.52076669406	4.46035595883	4.48235783825	5.90714544922
Kalrn	0.305870156099	5.54344020373	5.68084192368	4.72190304498	1.46802020418	2.37255376997
Abcb10	3.95690231462	9.25123148531	9.70624043724	8.0523615486	5.20389022715	7.68269969617
Slc38a5	0.234799271004	4.97128143096	5.78629054086	4.85332702361	1.20084329863	2.75744574916
Rragd	0.830369729081	5.59022773481	4.78299034859	2.37450257939	0.351528829462	0.690135457548
Vim	6.99566540974	2.13355366225	3.35885617429	3.27602015516	6.79038108125	6.77958804586
Grina	5.85279539646	9.89416597863	11.3383352687	8.16177685657	5.81972437803	7.83116154167
Evi5l	3.09082125732	8.03985671053	7.83853583579	5.6354409802	3.16382394607	4.91585070387
Dnajb2	2.49660551264	7.02544966685	6.58778801544	3.86809407992	1.91842058392	3.27471937405
Sept9	6.49831310635	1.50047575297	1.57410150809	3.04853264716	5.48314827567	5.15696283932
Slc6a9	1.92606775512	6.27789922418	6.66908347411	5.12958389053	1.79444913893	3.59873440796
Ptprcap	6.66075181636	1.64497759349	2.79247433063	4.58821691363	6.77814285446	5.8849836951
Tmem120b	0.574600490098	6.19035213306	5.59667877297	5.13934670029	2.75595149806	4.72137812836
Icam2	1.79434931888	3.33088390185	3.51301060956	6.38587792732	6.49581026668	6.81174073997
Kit	6.33783416546	1.27270405212	1.23009231641	3.74801032034	4.86942234434	5.08601942438
Arhgdig	3.36491695716	8.29964305129	8.72222350563	7.11312745744	4.67181984877	5.74713493279
Itga7	0.160269280088	2.74539224409	4.16766300685	5.10675031506	0.232017355528	1.00250378738
Cldn13	0.203978153962	5.64098525738	5.48079181643	5.32022109854	3.13666389326	3.46601102102
6030468B19Rik	2.92016179361	7.88878585951	8.68931314007	7.59123808053	5.41528882191	6.24505254867
Lgals1	9.90390744657	3.98662027013	5.76176928231	7.70570840761	8.50024038234	7.74569448966
Slc25a37	3.23055349772	7.53293249842	7.61661500407	5.7637222835	3.10333649199	3.86661130027
Arap3	5.8071178884	0.737031668086	1.25177361863	2.48033492819	4.58714292844	4.74618913227
Abhd4	2.55775561916	6.45018189714	7.14953374742	4.34888392148	2.35388783628	2.94937431337
Phlda1	4.44046058834	8.39457416154	10.5068728441	8.57514968549	6.80034341694	8.49746467181
Atp1b2	5.3186060745	10.3450725346	10.4408276506	8.91322153688	6.68014147634	8.59499633654
Rab3il1	0.842737524633	5.54282449047	5.37276408969	3.07507219594	1.08585291402	2.52810367988
Neat1	5.80901049482	8.45783639506	7.48797666142	5.53790482802	3.36807686293	3.63994985864
Plekho2	3.50103143863	8.08774923022	9.09014153799	7.27394475545	5.22946487314	6.24394321572
Ppp2r5b	2.29564662726	6.99843247208	7.44281912023	5.51191391039	3.30706561989	5.15897921316
Mmp14	5.93064982718	1.45782539871	2.50819790429	4.95719028419	4.88804669127	6.67819869891
Fam46c	3.69188028088	7.68922926083	8.22801055497	5.92937204414	3.42594531337	5.49890503885
Snora28	2.95568105662	0.13750352375	0.13750352375	0.13750352375	4.36653903939	3.63085973706
Capg	6.12062772823	1.22034853023	0.83140545141	2.35533488529	4.18293855153	3.26746987903
Zfp362	5.04332262979	0.251743690157	0.375790132697	0.138923105907	0.150840259973	0.149343374997
Pisd-ps3	5.37994320373	0.138420368022	2.69512303531	0.164970946733	2.9440938022	2.7220900004
Myo1g	5.72448656785	0.456813507219	0.804046948666	1.50117924556	3.35424338632	2.64735135364
Cdc25b	2.69977148463	6.45271238209	7.8461359828	6.39368733246	3.48465374773	5.33456827567
Ppp1r15a	4.75239536615	9.43762932881	9.22564367475	8.03308706778	5.42105494692	7.17633274699
Atp2a3	5.77386713063	0.568388233753	0.682657789162	1.34708732864	2.60634035937	1.82184488749
Sept1	6.62789423964	1.63977857024	2.14340321514	4.24637768239	4.9672193408	5.35011530667
Dyrk1b	4.42842382577	7.84258291602	8.54951901051	5.70838591026	3.53353843099	5.7970233569
Dhrs11	2.17672169288	6.95427775055	6.55657502649	5.76678595375	3.28048721326	4.0900997133
Srxn1	0.840584082843	5.49301319778	5.38872683066	3.3891881923	1.86623937783	2.26174742889
Sphk1	3.06410681503	8.07503517501	7.52981313972	7.24598996435	7.29104173758	8.14342403237
E130012A19Rik	4.86632445366	0.245233142673	0.274180539999	0.13750352375	0.14482847692	0.140311173029
Mboat2	0.529232256825	4.71301389233	5.28517284911	5.96459270368	4.10285965792	4.5133580924
Lgals9	5.17792177754	1.18140791805	1.30745184129	3.76490873551	5.13924026972	5.00828518584
Nefh	4.70705537483	0.585046174607	1.27778840843	3.74628051506	4.83282926783	4.68099378306
Map1lc3a	2.28125906991	6.50095020207	7.21443569751	4.75790865293	3.16333126689	4.6534670795
St8sia4	5.06815055567	0.59683403096	0.679386863205	0.912860601769	3.87433467871	1.90235533571
Hmga1-rs1	7.24559073396	3.47871300244	2.93532018624	5.92528263871	7.22027190536	6.38850470472
Naga	6.26437316153	7.74197251524	7.16013362112	4.37124519916	3.14413612726	3.9836776947
Wls	4.81346312205	0.216705914145	0.213986623374	0.173968749568	0.286613869688	0.307512461371
Limd2	7.91669159954	2.70794437479	4.2222172263	4.95359583815	6.48355139328	6.2893512732
Btn1a1	1.03137684485	5.95240113287	5.35108764115	4.67215375028	2.66064800725	3.43096898586
Fn3k	0.269551465744	4.40408565397	3.80419815174	2.36943018898	0.271909680638	0.681959234774
Beta-s	10.2223209571	15.2989948137	14.7898273711	13.863286676	12.5533167808	12.9100326675
Samd14	7.13006598175	10.5435248824	11.3338373937	9.1049629848	6.78164822368	8.27366041305
Tspan33	4.51165778851	8.41948411525	8.26082546735	6.76819756045	4.10298559773	6.00264176931
Ptpn7	7.14783580703	2.55851010402	3.72295776851	6.22464615918	6.01863417414	6.66350117801
Bcl2l1	5.35868108734	8.60836572316	9.20912433515	6.94729211089	4.76979818136	5.69516146306
Gp5	4.20692448459	0.811613237904	1.62617744196	3.4179470041	5.4826030815	4.63799851379
Cxxc5	5.12968691501	0.706535856961	0.66673932488	0.74921072446	0.520121482839	0.905611993743
Suv420h2	6.68465045071	10.8018619149	11.6684373958	9.77742135942	8.138722332	9.42219514963
Idh2	5.37860872446	0.587567578145	0.533055948618	2.07361803621	3.03444111883	2.64153909304
Lcp2	5.0122960195	0.323594887134	0.364156652109	0.551551453967	1.35174704129	0.974821492883
Gclm	6.47693733572	9.77130127961	11.1811895353	7.51783470797	6.98039095606	8.19653327876
Atg9a	4.70264646274	8.56919485458	8.55137758609	6.92407612565	4.50991748569	6.15002547183
Fam117a	6.3832463585	9.41736942646	10.4374607995	8.27703162169	5.77728556626	8.34488618235
Rogdi	4.02746372341	8.66939533155	8.1857377275	6.8016372327	5.20994847599	6.91127213281
Mir7-1	0.13750352375	0.13750352375	0.13750352375	0.13750352375	4.42330251326	0.13750352375
Mdk	1.82208155408	6.01498454929	5.23918415732	4.76817373615	1.96302274877	3.4639807322
Il1rl1	3.95799814998	0.166965790277	0.162712635796	0.523700448133	3.69399982457	1.51073410734
Fbxl19	4.69338659261	8.51707486742	8.52194586004	5.88895020296	4.74725311427	6.14896256779
Bbc3	5.58585489222	7.60482747259	7.75417933915	4.72213263596	3.26154134583	5.39924630345
Ptdss2	3.44363184538	8.05393131029	7.55076217405	7.20059458969	5.227771876	6.46457515528
Fkbp11	4.53242917844	0.297061083802	0.213438491397	1.43037627499	3.31915979423	2.47180135326
Tubb1	0.13750352375	3.85167909087	3.67612069371	2.6546829959	0.239591121248	0.741976882239
Slc46a3	1.82624135758	6.12142576446	5.93414138986	4.20224530882	2.6838895492	3.8368128562
Cpne9	0.153713778774	3.70727077293	4.30580275599	2.2876111796	0.578626719194	1.0609327952
Crat	2.96552573054	6.36837200741	6.62053216175	4.62300646513	2.77833895985	3.35909521453
Mir680-2	0.13750352375	0.13750352375	0.13750352375	0.13750352375	0.13750352375	4.31027467429
Def6	6.68427173353	3.07291012317	2.89825092638	6.17085043388	5.89580427784	6.17991107994
Slc9a1	4.75485544192	9.14513991041	9.27232185277	7.82247523231	6.5548451375	7.57529720168
Fgf15	4.59985929787	0.175112571787	0.145730219375	0.550228891876	0.977161938281	1.74968871894
Matn1	0.627125859615	3.3800339728	3.39255785192	3.70444041904	0.26128516008	0.388954362361
Ccdc88c	3.58650055528	7.85866486946	7.41785251489	6.83827108987	4.55251848074	5.65741706759
Wsb2	3.26745939164	7.26573692621	7.01436645239	4.84829242839	3.61268275908	4.67973905762
Gypa	3.73585790059	7.39044413855	7.12151279626	5.61242032624	3.7182191307	4.10392560093
Set	6.777156666	2.55705712406	2.90028913141	3.94400569222	5.38766582787	5.71765997419
Lmna	7.26476159996	10.7271461593	10.835639902	8.97818990832	7.02959644138	7.98417347892
Fam65a	6.53794209075	2.14370687202	2.39077772675	2.89740114641	3.37729175292	4.67875364284
Nab2	5.57734724926	1.12932258747	1.45860248655	1.69651469228	1.84883022298	3.09375283813
Ccnd3	7.78070379397	10.3420524383	11.0595405026	9.71604604495	6.62606235135	8.62666180271
Tgm2	4.57606857909	0.254577959252	0.193152402611	0.845172874076	2.02036351679	0.987007186654
Flna	4.50564326276	0.692338812456	0.839942661918	1.68532572323	4.15382965096	2.92309402035
Ftl1	11.4624971603	15.3315118111	14.8009302253	12.7590934005	11.5789717242	12.3033241269
Uba7	3.27793269035	6.2973124922	5.85383600404	5.04183434495	2.62086319368	2.66762876111
Tmem150a	1.64902216526	5.06749674622	4.58616424593	2.26508278018	0.967951361612	2.43378471333
Alox5	4.30388301154	0.295730076393	0.199006643664	0.383960257427	0.316260458061	0.28473442946
Erv3	4.39887705492	0.13750352375	0.14389672631	0.388202765245	1.79700882619	1.1339317145
Hmga1	4.83312285142	0.716431700576	1.06184254276	2.84813315465	3.95225900656	1.82675794886
Calcoco1	3.33379294771	6.73325942334	5.62706105535	4.55305325277	2.44956665678	3.18799888906
Gmpr	7.26038327351	11.1838400485	11.1051817414	10.1172534822	7.97659276224	9.06931549454
Dhrs3	0.354795161877	4.3079457625	3.52221899755	2.60868625359	0.595320328241	1.19238987869
Ccrn4l	3.32784541972	6.14854166087	8.2014525328	5.87053980528	4.7412458461	6.21551940996
Rnf11	3.6551113594	7.61513670092	7.59200098386	5.238729548	4.43837935745	5.4786094684
Ranbp10	4.35628469153	7.93292337384	7.79128012312	6.52248423678	4.3340104249	5.26086873862
Ptpn6	5.19126653305	0.563683361302	1.05258769958	2.38836039063	2.83300744982	2.59593325423
Ptrf	4.465445597	0.197302542462	0.369831613081	0.799344315055	0.645708113576	0.594196909498
Ank1	4.22754855992	8.26759197669	8.17357720591	6.95798422509	5.15583017156	6.46671520592
Ypel2	1.05973528494	5.18775191405	4.37626259618	2.49420565547	1.60452683966	2.21008021689
Abcb9	0.410497415247	3.89884682873	4.42620436155	2.21703834406	0.803448590924	1.91896243405
Phlda3	1.90532779163	6.12147964191	6.20320311437	4.95898647369	4.70430760986	5.79306612033
Atg4d	2.93437307415	6.53033610277	7.45660904628	5.50217145344	4.21942411627	5.4403144018
Phospho1	5.03423332625	9.32361326014	8.84463358863	7.61160028463	6.17358919793	7.30711882256
Tuba4a	4.86702168849	7.93621390101	8.02160742337	7.01463425252	4.57493103119	4.96719166833
Casp3	5.32853491405	2.19463237352	2.07485476466	2.09417525238	5.07411576703	4.69552062951
Hmox1	2.83113138582	5.77138646334	4.92411414145	4.54507258258	1.49665152632	2.80091232128
Rgs11	3.38538409707	4.26290666155	5.66586741331	4.34944312893	1.1388144689	2.38253169114
1810058I24Rik	2.32542095603	6.23992688698	5.8481546927	5.36975959945	3.0510657793	3.85970125354
Bnip3	5.83377054869	7.09371861716	7.65413475707	7.62355963621	3.50393383671	5.5164438563
Spn	5.99521314006	1.81144225855	2.29307909042	4.0450759595	4.97954980908	4.40316544827
Cpeb4	2.71742967027	7.0282928744	6.60631341032	5.70162113445	4.41442647872	4.54851060716
Fzd7	5.26478786738	1.53040040633	1.6559562599	2.08686187605	3.83871986861	4.49780394586
Ctse	7.57288209122	4.0188299857	3.96651352694	5.27212026155	7.43498677202	6.13814685507
Ergic1	4.72230207254	0.916991718815	1.36311499459	2.54598566158	4.1903304016	4.05111973854
Hbb-bh1	4.3316610623	8.41266585745	7.52481164711	6.60824858834	4.92892578254	5.32022743621
Furin	4.05776217253	7.95522560853	8.68343680197	7.21513496	6.60083616895	7.25100893013
Rpl23a	7.54734185742	4.24465115615	4.69814067285	7.01119370399	7.17865489277	4.18554943463
Pfkfb4	1.46312543133	4.8379634193	4.64073659811	3.41384858949	1.1366835777	2.24850144003
Ccne1	2.82237937238	6.21738583638	7.2545751476	6.49239801153	4.86333885435	6.2538304703
Npm1	6.4318084658	2.74347188259	2.33083371913	4.04229412621	5.56128947284	4.5845356403
Hdac5	4.16958833332	7.02069109327	6.93024058655	5.16229867102	3.28284156854	3.94246758766
Atp2b4	3.91306173098	6.30240862249	6.51780164552	4.8448827367	2.80320430037	3.11312370587
Shf	0.314045643643	2.05171315698	4.69335871224	3.37135394355	1.44683319252	3.435035127
Ypel5	2.71590654578	5.37016428054	4.67875364284	2.16902383715	1.41555317059	2.0980893684
Zfp36	4.60941221048	6.86190575205	6.65919674978	3.74964152725	2.97144790757	4.27128373039
St3gal2	5.92262602546	8.75165786349	8.54141803911	7.24363100258	4.68349996495	6.34386081427
Tnfrsf13c	0.310557671928	3.17316581953	3.48286118726	3.59927017921	0.335094460205	1.20940345532
Fgf3	3.98452555321	0.167672382999	0.143270003883	1.81974992028	1.61146041806	3.27273689265
Wbscr27	0.965980016247	5.12971988129	4.26996820063	3.34596119262	1.99730324813	2.01983710518
Zfp36l2	8.73315093882	5.46914686149	7.5525999387	5.52460596397	5.59911244501	8.60253556682
Hagh	3.47464370371	7.43267551574	6.69147833199	6.41509779816	4.11732933629	4.98877556234
Padi3	1.1356071012	4.38393234121	4.20718225866	5.19749193405	1.89630285334	3.17998072551
Jund	5.74079267228	7.49992559179	8.30812056135	5.87719454713	3.80227594977	6.52138372476
Gypc	5.20003346411	8.060079818	8.52799299981	6.79609153843	4.66715413023	5.77708037267
Tnks	3.23791089004	6.07917114357	7.57510051008	5.18722932754	3.82513433462	5.39447641408
Ydjc	4.62297719091	1.1986827289	1.81234624661	3.2729906352	4.8615881942	4.48119559293
Wdr26	3.50703345743	5.80912886114	7.48532216358	3.98734815498	3.52272118444	4.85120433684
E2f2	4.75982162136	6.88684275356	7.7074488663	6.01145091174	3.63551063299	4.47514975087
Impa2	5.19025137537	1.57710732048	1.83418532699	4.30951819025	4.64290947127	4.4459451566
Espn	3.8602973962	6.46550273709	7.4384841557	7.42410748782	6.49679946314	8.37063510272
Trp53inp1	1.78543337378	4.96656428325	3.86142938907	1.67236650144	1.10536966216	1.53043536629
Snhg3	4.57878779568	0.857863186805	0.5546723414	0.549498649126	2.23313339221	1.48189821758
Acap1	7.21048627736	2.70428547381	3.68820274313	4.09164060204	5.26482914379	4.70709956168
Tmem14c	6.66706895266	10.1875995125	10.5101410739	8.90034154723	7.1939983785	8.84108625294
Epn1	8.25875916544	11.9000139171	12.4908734343	10.5373446066	9.50249768851	10.5336120134
Blvrb	8.02541644454	12.0091497893	11.4227796274	10.6924760199	9.04069520794	9.22465532268
Spns2	5.45838528539	6.3323373676	6.88977772247	5.2686776669	2.52220644063	4.46306002049
Rcsd1	4.23462394136	0.412339302018	0.173731255713	0.239023417726	1.01161299616	0.951326683667
Snca	1.94272092498	6.32605191004	5.64205458193	4.5356673009	3.74200621087	4.06478802506
Srm	7.80329808432	4.40090675333	6.02241886133	7.42309069166	8.06560462195	8.47528353175
Kcnh2	1.93588589281	3.0396314937	4.59170933316	3.72957452219	0.260889327757	1.92443818552
Pcx	3.3241711837	6.61240853038	6.5153197997	6.97787519863	3.97620780892	4.90950911383
Hist1h1c	3.46125481958	7.40581371303	6.43936549044	5.48467952372	4.24071120671	4.04208395867
Hdac7	5.11421291823	3.12625099789	4.03494638775	5.03832643011	5.74850416972	7.59357039803
Gata2	9.18495218544	5.28086725583	6.452677793	5.79096487077	7.47645459821	8.40849533864
Coro2a	5.63992671275	1.40831513327	1.90093441386	3.4098457377	3.84861793324	3.80497250921
Cuedc1	4.07794366403	0.361623521285	0.202730895813	0.422961700607	0.401561661168	0.395816314866
Ormdl3	5.18640547356	8.58485354308	8.17457120523	6.42043692557	4.84442582774	6.42164072818
C78339	3.30581734503	5.87751605054	7.74150069384	4.42223300068	4.57091218528	5.41538685968
Abca7	3.96863454097	6.80314952567	6.5173922381	5.19806976916	3.06248268598	3.94709569796
Cmas	4.71477852936	8.82678679829	7.93440445012	7.12317989184	5.56426840737	6.7991520808
Mir692-1	0.13750352375	0.13750352375	0.13750352375	0.13750352375	3.82172041793	0.13750352375
Tnfrsf13b	5.196445739	0.83819745666	2.30035805194	2.87419301213	3.95546160392	3.70358801427
Numbl	2.06286774056	5.572507728	5.75387191494	4.20563492295	2.62013124461	3.95233356637
Srgn	5.29990400809	1.32411932644	1.47665646045	1.87850563496	2.35886883035	1.6418373131
Klf3	5.37331063827	7.7388556386	8.23795084002	6.29896434265	4.22319855955	5.8849299859
Tfap4	5.03857226198	1.51336946315	1.82674168109	2.95978128135	4.66813614821	4.20861870061
C2cd2l	2.64520592076	5.7483887744	6.41192615327	4.40723036842	2.94336063826	4.08956594507
Tmem88b	0.145984636656	2.53851581534	3.83969762187	1.81206278404	0.274432239609	0.429852667273
Hcls1	5.23897024137	1.27457178872	1.848862264	3.11342713456	4.12824390239	3.92320624045
Fam83d	1.60116402335	5.0233440762	5.91874638617	5.08919303739	4.55752037437	4.56985560833
Dlc1	4.5221059814	1.12629230387	0.911886356519	2.4188618795	3.66484688151	3.71655198505
Ctsf	0.144984703991	2.77752492189	3.55718949647	1.33330922957	0.149220676297	0.264221736034
Ehd1	4.82644679595	8.42246008616	8.25017048854	7.35728807285	5.37520628763	6.7253730751
Efha1	3.78661727036	0.189348019278	0.153445817071	0.13750352375	0.148295963655	0.165756714281
Mir486	2.70763742803	5.01718701505	6.08787649596	4.30962732301	2.07651463016	3.68974643849
Ptpru	4.92077443595	0.676525589657	1.14512961613	2.14087679496	1.93143722962	2.38214983692
Fam195a	4.88504716703	2.13208324797	3.25082517785	4.6119808655	5.82823297806	5.86413413239
Hbb-b2	9.44024938411	13.3199786808	12.7202964178	11.8287409717	10.4169321922	10.6949819151
Hbb-b1	9.44025864539	13.3199801988	12.7202964178	11.8287440336	10.4169293788	10.6949809438
Sgsm3	2.6501901235	6.67453127048	6.31649695812	5.35221472876	4.16476214723	4.81846202777
Bzw2	4.50989848899	1.42936958039	1.22679210865	3.14323503356	4.3407189204	4.12144648679
Slc45a3	3.80131388752	0.162303763323	0.142573376996	0.15514638657	0.230733134058	0.283574535742
Mxi1	2.66742893556	5.56674819193	5.96190572811	4.57611091728	2.37127168893	3.99800589998
Eif2ak1	3.68084192368	7.47512542574	7.10225919371	5.9790833097	4.61229351574	5.07360604057
Rrp15	4.26131266446	1.47250856692	1.17930084098	3.60282503733	4.71694700948	3.63000932834
Klf1	6.74452441517	9.55911701868	10.9234686279	9.05794570736	7.8285871568	9.59270556306
Adcy6	0.139491590435	1.43624180911	1.53020561392	3.01413744386	2.95706024054	4.27184396115
Hebp1	2.34375175391	6.15716500788	5.79227753411	5.63506363579	3.7888631658	4.22825689186
Marcksl1	4.31135052583	1.14834194131	2.93797143269	4.26091388986	4.94804477949	4.90754927596
Smyd5	4.0121037898	0.453573415898	0.910223791949	2.36188062704	3.7990354842	2.82285656939
Serf1	3.90102133106	1.27769915465	0.812336387973	2.76155761486	4.36482453173	3.6857383588
Gm10052	2.78953729653	0.13750352375	1.58001520173	0.180492386018	3.6235859724	2.78895501639
Hyal1	0.427668384312	3.64000772175	3.50388296774	2.23820293899	0.346361255955	1.2819059239
Fabp5	5.29821840245	1.73302888397	1.42039616391	3.61647532878	3.89361461177	2.59449838875
Rasl11a	5.84598424616	1.82290142595	2.65282375358	3.82174082352	4.24257202077	4.84100194085
Mthfd1	6.59112286202	3.38730187578	3.68020056335	5.49544254098	6.56967184284	6.31597372397
Rpl39	9.24174963102	5.88927639968	4.96369605999	6.51163407122	6.92203130077	6.01034347386
Ube2h	2.5029466583	5.57438917049	5.40163729234	3.21452895209	2.19802260762	3.17181849781
Phlda2	3.7316068624	0.288815663145	0.13750352375	0.13750352375	0.13750352375	0.13750352375
Ppard	3.25863801374	6.85484345527	7.12346962497	6.89268245002	5.54682348063	6.28401619613
Itfg3	1.85652363478	5.6063237754	5.90305032467	4.67503115356	3.98787564196	4.84099690714
0610010O12Rik	5.56037869399	6.46957995706	7.88461013061	5.12044318429	3.7446885518	4.62993940944
Cdca7	6.57076953186	2.91562223959	3.99750920212	5.356594582	6.37581097994	5.98731859182
Map3k6	4.87106000501	1.35411923594	2.56248178487	4.42743856372	2.90466135305	4.90445519554
Insl3	4.20953914495	0.305075159607	0.226231431767	1.17691632592	1.52730058769	1.73680400327
Ufsp1	4.54020709882	7.51047935833	7.79934638752	6.90631340215	4.46802281169	6.07339610086
Gm13157	3.7682478549	0.5444388948	0.698212253949	3.0483198986	3.73617189361	1.99753810559
Atic	5.74004516397	2.93111002506	3.17995366363	4.85417522459	6.37079549592	5.8229901155
Dnase2a	5.25269570508	6.78445163455	7.02310007234	4.9399881648	3.37997577039	4.0570516347
Daam1	3.59164351665	6.99358379425	7.74171640277	5.9107302638	5.14253597189	5.95090460948
Samsn1	3.73264909174	0.678865169257	0.442858589918	2.5454964516	3.78409561522	2.53714694362
Rgs19	3.86030732983	0.296499696438	0.429267800885	0.638411237721	2.52882633081	2.31118338533
Josd1	3.61974165877	6.48016977951	7.61832676539	5.09007853579	4.44568036053	5.9011323843
Kat2a	5.63777252001	1.87306114766	3.99553878852	4.41859476347	5.2826992592	5.63609674409
Dnajb6	4.00317044288	5.77027934321	8.1090627534	5.54388558116	4.38198931729	5.56109697355
2010011I20Rik	3.89367285189	7.46810266441	7.28344956049	5.81678655877	4.52427058434	5.46091945016
Elf1	2.21573760768	5.47430299506	6.05050605077	3.70533656136	3.14657865429	4.30437231446
Plin3	4.17262352183	7.02200154395	5.29277806888	3.56264540655	3.2731010739	3.60256377419
Bri3bp	4.3118590952	1.30903062979	1.52088484257	3.31289021411	4.45800133025	4.22569909883
Gm11974	4.93976725192	2.67052992369	1.84026179642	5.03052148014	5.15187504858	4.7532087249
March8	2.30853562377	6.08536304125	5.51072461439	4.14395660639	3.25354459358	3.4915324618
Dusp8	0.141804678408	2.81887918551	3.77319460515	1.57488139432	0.349207863504	1.053698724
Bach1	2.54034722631	6.52535636772	6.01689963691	5.12025654282	4.2603343416	4.31689152133
Cpa3	3.76222123196	0.13750352375	0.13750352375	0.13750352375	1.27381424459	0.545140063943
Lpcat4	3.99831286406	0.456876574155	1.23184402165	1.96405108661	3.28540073917	3.60486601074
Npepl1	6.87916661509	3.86218355783	4.44318226699	5.53574816092	7.06100929208	7.10148199838
Nudt18	2.32265214608	5.24412974986	5.19920118381	3.95278084433	2.15046869294	2.60423978644
Mknk1	4.77765115942	7.83950615537	7.76239532772	6.39218173436	4.53548068357	5.82741765573
Spnb1	5.76213351163	9.24100354772	8.53970553546	8.07202002534	6.03024999088	6.77476070877
Tsc22d1	1.1975068742	4.93838460323	4.69119355042	3.9818161289	2.62818566758	4.08874372513
Sox12	4.91241993502	1.43418250779	2.38068789563	2.14978938375	3.47469561415	4.65761142539
Nat6	5.05579867609	7.37717581851	7.92777203724	6.05808050126	4.13690500906	5.76657661116
Slc19a1	3.83154287003	0.522919500108	1.06633033723	2.75160511292	3.64333672605	3.44191632939
Cbfa2t3	6.62972963239	7.00105909033	7.31694219136	6.2734002606	3.38389364457	6.19362983199
Ip6k1	4.45210118615	7.70895970441	7.62396925586	6.19641819731	4.66060351535	5.57993135618
Capn5	0.15470400103	3.32742150444	3.2310406525	2.45946834132	0.310356409013	1.34941057343
Cited4	8.22902065366	10.8489827869	12.0081064309	9.83801260056	8.62264854702	10.3591565501
Map2k2	6.38241652293	8.93694116752	10.2222515263	7.92497873049	6.79805051477	7.76578003671
E130308A19Rik	2.4639336646	5.16974866127	6.57025495179	3.58131508895	3.940909054	4.44942271076
Spint2	4.8914434908	1.18107073794	2.77614400388	3.38310981421	4.60853723354	4.4238470546
Tcp11l1	0.90877909718	3.6374363612	3.85779193994	1.48540106453	1.00062815692	0.856324427489
Tmc8	3.40161408464	5.11551189717	6.55204347386	4.66823261102	2.48323793876	4.39981366792
Trp53inp2	1.12697946199	4.05521301091	4.15017783175	2.59559436316	0.972402247941	1.77841045546
Mafk	4.64056308952	8.36838423103	7.92869009682	7.07045373248	5.67536995885	7.17192735435
1810014F10Rik	3.71146186745	0.249057172047	0.230392408467	0.221378221299	0.250986790167	0.441866943278
Creb3l3	0.146824634354	2.45680877709	3.38783123029	1.85330506355	0.146665152832	0.199554506189
